2026-04-29 15:08:00 | INFO  | Login | WebDriver creation
2026-04-29 15:08:00 | INFO  | Login | WebDriver creation
2026-04-29 15:08:00 | INFO  | Login | WebDriver creation
2026-04-29 15:08:00 | INFO  | Login | WebDriver creation
2026-04-29 15:08:00 | INFO  | Login | WebDriver creation
2026-04-29 15:08:03 | INFO  | Login | Launching browser
2026-04-29 15:08:03 | INFO  | Login | Launching browser
2026-04-29 15:08:04 | INFO  | Login | Navigation to the dropdown
2026-04-29 15:08:04 | INFO  | Login | Navigation to the dropdown
2026-04-29 15:08:04 | INFO  | Login | Launching browser
2026-04-29 15:08:04 | INFO  | Login | Launching browser
2026-04-29 15:08:04 | INFO  | Login | Navigation to the dropdown
2026-04-29 15:08:04 | INFO  | Login | Launching browser
2026-04-29 15:08:04 | INFO  | Login | Navigation to the dropdown
2026-04-29 15:08:04 | INFO  | Login | Navigation to the dropdown
2026-04-29 15:08:04 | INFO  | Login | Sending names
2026-04-29 15:08:04 | INFO  | Login | Sending names
2026-04-29 15:08:05 | INFO  | Login | Sending names
2026-04-29 15:08:05 | INFO  | Login | Sending Passwords
2026-04-29 15:08:05 | INFO  | Login | Sending Passwords
2026-04-29 15:08:05 | INFO  | Login | Sending Passwords
2026-04-29 15:08:05 | INFO  | Login | Sending names
2026-04-29 15:08:05 | INFO  | Login | Sending names
2026-04-29 15:08:05 | INFO  | Login | Sending Passwords
2026-04-29 15:08:05 | INFO  | Login | Sending Passwords
2026-04-29 15:08:08 | INFO  | Login | Click the submit button
2026-04-29 15:08:08 | INFO  | Login | Click the submit button
2026-04-29 15:08:08 | INFO  | Login | Click the submit button
2026-04-29 15:08:08 | INFO  | Login | Click the submit button
2026-04-29 15:08:09 | INFO  | Login | Click the submit button
2026-04-29 15:08:12 | INFO  | Login | Waiting 4secons
2026-04-29 15:08:12 | INFO  | Login | Waiting 4secons
2026-04-29 15:08:12 | INFO  | Login | Waiting 4secons
2026-04-29 15:08:12 | INFO  | Login | Waiting 4secons
2026-04-29 15:08:12 | INFO  | Login | driver closing
2026-04-29 15:08:12 | INFO  | Login | driver closing
2026-04-29 15:08:12 | INFO  | Login | driver closing
2026-04-29 15:08:12 | INFO  | Login | driver closing
2026-04-29 15:08:13 | INFO  | Login | Waiting 4secons
2026-04-29 15:08:13 | INFO  | Login | driver closing
2026-04-29 15:08:13 | INFO  | Login | WebDriver creation
2026-04-29 15:08:13 | INFO  | Login | WebDriver creation
2026-04-29 15:08:13 | INFO  | Login | WebDriver creation
2026-04-29 15:08:15 | INFO  | Login | Launching browser
2026-04-29 15:08:15 | INFO  | Login | Launching browser
2026-04-29 15:08:15 | INFO  | Login | Navigation to the dropdown
2026-04-29 15:08:15 | INFO  | Login | Launching browser
2026-04-29 15:08:15 | INFO  | Login | Navigation to the dropdown
2026-04-29 15:08:15 | INFO  | Login | Navigation to the dropdown
2026-04-29 15:08:15 | INFO  | Login | Sending invalid  names
2026-04-29 15:08:16 | INFO  | Login | Sending  invalid Passwords
2026-04-29 15:08:16 | INFO  | Login | Sending invalid  names
2026-04-29 15:08:16 | INFO  | Login | Sending  invalid Passwords
2026-04-29 15:08:16 | INFO  | Login | Sending invalid  names
2026-04-29 15:08:16 | INFO  | Login | Sending  invalid Passwords
2026-04-29 15:08:17 | INFO  | Login | Click the submit button
2026-04-29 15:08:17 | INFO  | Login | Click the submit button
2026-04-29 15:08:18 | INFO  | Login | Click the submit button
2026-04-29 15:08:21 | INFO  | Login | Waiting 4secons
2026-04-29 15:08:21 | INFO  | Login | Waiting 4secons
2026-04-29 15:08:22 | INFO  | Login | driver closing
2026-04-29 15:08:22 | INFO  | Login | driver closing
2026-04-29 15:08:22 | INFO  | Login | Waiting 4secons
2026-04-29 15:08:22 | INFO  | Login | driver closing
2026-04-29 15:43:16 | INFO  | Login | WebDriver creation
2026-04-29 15:43:16 | INFO  | Login | WebDriver creation
2026-04-29 15:43:16 | INFO  | Login | WebDriver creation
2026-04-29 15:43:16 | INFO  | Login | WebDriver creation
2026-04-29 15:43:16 | INFO  | Login | WebDriver creation
2026-04-29 15:43:19 | INFO  | Login | Launching browser
2026-04-29 15:43:20 | INFO  | Login | Launching browser
2026-04-29 15:43:20 | INFO  | Login | Navigation to dropdown
2026-04-29 15:43:20 | INFO  | Login | Launching browser
2026-04-29 15:43:20 | INFO  | Login | Navigation to dropdown
2026-04-29 15:43:20 | INFO  | Login | Launching browser
2026-04-29 15:43:20 | INFO  | Login | Navigation to dropdown
2026-04-29 15:43:20 | INFO  | Login | Launching browser
2026-04-29 15:43:20 | INFO  | Login | Navigation to dropdown
2026-04-29 15:43:20 | INFO  | Login | Entering username: acctamil151@gmail.com
2026-04-29 15:43:20 | INFO  | Login | Navigation to dropdown
2026-04-29 15:43:21 | INFO  | Login | Entering password
2026-04-29 15:43:21 | INFO  | Login | Entering username: acctamil151@gmail.com
2026-04-29 15:43:21 | INFO  | Login | Entering username: acctamil151@gmail.com
2026-04-29 15:43:21 | INFO  | Login | Entering username: acctamil151@gmail.com
2026-04-29 15:43:21 | INFO  | Login | Entering password
2026-04-29 15:43:21 | INFO  | Login | Entering password
2026-04-29 15:43:21 | INFO  | Login | Entering password
2026-04-29 15:43:21 | INFO  | Login | Entering username: acctamil151@gmail.com
2026-04-29 15:43:21 | INFO  | Login | Entering password
2026-04-29 15:43:24 | INFO  | Login | Click login
2026-04-29 15:43:24 | INFO  | Login | Valid login successful
2026-04-29 15:43:24 | INFO  | Login | Click login
2026-04-29 15:43:24 | INFO  | Login | Click login
2026-04-29 15:43:24 | INFO  | Login | Click login
2026-04-29 15:43:24 | INFO  | Login | Valid login successful
2026-04-29 15:43:24 | INFO  | DemoListener | Valid login screenshot captured
2026-04-29 15:43:24 | INFO  | Login | Valid login successful
2026-04-29 15:43:24 | INFO  | Login | Valid login successful
2026-04-29 15:43:24 | INFO  | DemoListener | Valid login screenshot captured
2026-04-29 15:43:24 | INFO  | DemoListener | Valid login screenshot captured
2026-04-29 15:43:24 | INFO  | DemoListener | Valid login screenshot captured
2026-04-29 15:43:24 | INFO  | Login | Driver closed
2026-04-29 15:43:24 | INFO  | Login | Click login
2026-04-29 15:43:24 | INFO  | Login | Valid login successful
2026-04-29 15:43:24 | INFO  | Login | Driver closed
2026-04-29 15:43:24 | INFO  | DemoListener | Valid login screenshot captured
2026-04-29 15:43:24 | INFO  | Login | Driver closed
2026-04-29 15:43:24 | INFO  | Login | Driver closed
2026-04-29 15:43:25 | INFO  | Login | Driver closed
2026-04-29 15:43:25 | INFO  | Login | WebDriver creation
2026-04-29 15:43:25 | INFO  | Login | WebDriver creation
2026-04-29 15:43:25 | INFO  | Login | WebDriver creation
2026-04-29 15:43:27 | INFO  | Login | Launching browser
2026-04-29 15:43:27 | INFO  | Login | Launching browser
2026-04-29 15:43:27 | INFO  | Login | Launching browser
2026-04-29 15:43:27 | INFO  | Login | Navigation to dropdown
2026-04-29 15:43:27 | INFO  | Login | Navigation to dropdown
2026-04-29 15:43:27 | INFO  | Login | Navigation to dropdown
2026-04-29 15:43:28 | INFO  | Login | Entering invalid username: admin
2026-04-29 15:43:28 | INFO  | Login | Entering invalid username: admin
2026-04-29 15:43:28 | INFO  | Login | Entering invalid password
2026-04-29 15:43:28 | INFO  | Login | Entering invalid username: admin
2026-04-29 15:43:28 | INFO  | Login | Entering invalid password
2026-04-29 15:43:28 | INFO  | Login | Entering invalid password
2026-04-29 15:43:28 | INFO  | Login | Click login
2026-04-29 15:43:30 | INFO  | Login | Click login
2026-04-29 15:43:30 | INFO  | Login | Click login
2026-04-29 15:43:30 | INFO  | Login | Invalid login error validated
2026-04-29 15:43:30 | INFO  | Login | Invalid login error validated
2026-04-29 15:43:30 | INFO  | DemoListener | Invalid login screenshot captured
2026-04-29 15:43:30 | INFO  | DemoListener | Invalid login screenshot captured
2026-04-29 15:43:30 | INFO  | Login | Driver closed
2026-04-29 15:43:30 | INFO  | Login | Driver closed
2026-04-29 15:43:30 | INFO  | Login | Invalid login error validated
2026-04-29 15:43:30 | INFO  | DemoListener | Invalid login screenshot captured
2026-04-29 15:43:31 | INFO  | Login | Driver closed
